329 603 0
309 603 0
289 603 0
269 603 0
248 603 0
228 603 0
208 603 1
188 603 1
168 603 1
148 603 1
128 603 1
108 603 1
88 603 1
68 603 1
47 603 1
27 603 1
7 603 1
13 603 1
33 603 1
50 603 1
650 614 1
630 614 1
610 614 1
589 614 1
569 614 1
548 614 1
528 614 1
507 614 0
487 614 0
466 614 0
446 614 0
425 614 0
405 614 0
384 614 0
364 614 0
343 614 0
323 614 0
303 614 0
282 614 0
262 614 0
241 614 0
221 614 0
200 614 0
180 614 1
159 614 1
139 614 1
118 614 1
98 614 1
77 614 1
57 614 1
37 614 1
16 614 1
4 614 1
25 614 1
45 614 1
50 614 1
650 635 1
629 635 1
608 635 1
587 635 1
566 635 1
545 635 1
524 635 1
502 635 0
481 635 0
460 635 0
439 635 0
418 635 0
397 635 0
375 635 0
354 635 0
333 635 0
312 635 0
291 635 0
270 635 0
248 635 0
227 635 0
206 635 0
185 635 0
164 635 0
143 635 0
121 635 0
100 635 1
79 635 1
58 635 1
37 635 1
16 635 1
6 635 1
27 635 1
48 635 1
50 635 1
650 766 1
625 766 1
599 766 1
574 766 1
548 766 1
523 766 1
497 766 1
472 766 1
446 766 0
421 766 0
395 766 0
370 766 0
344 766 0
319 766 0
293 766 0
268 766 0
242 766 0
216 766 0
191 766 0
165 766 1
140 766 1
114 766 1
89 766 1
63 766 1
38 766 1
12 766 1
13 766 1
39 766 1
50 766 1
650 419 1
637 419 1
623 419 1
609 419 1
595 419 1
581 419 1
567 419 1
553 419 1
539 419 0
525 419 0
511 419 0
497 419 0
483 419 0
469 419 0
455 419 0
441 419 0
427 419 0
413 419 0
399 419 0
385 419 0
371 419 0
357 419 0
343 419 0
329 419 0
315 419 0
301 419 0
287 419 0
273 419 0
259 419 0
245 419 0
232 419 0
218 419 0
204 419 0
190 419 0
176 419 0
162 419 1
148 419 1
134 419 1
120 419 1
106 419 1
92 419 1
78 419 1
64 419 1
50 419 1
36 419 1
22 419 1
8 419 1
6 419 1
20 419 1
34 419 1
48 419 1
50 419 1
650 608 1
630 608 1
610 608 1
590 608 1
569 608 0
549 608 0
529 608 0
509 608 0
488 608 0
468 608 0
448 608 0
428 608 0
407 608 0
387 608 0
367 608 0
347 608 0
326 608 0
306 608 0
286 608 0
265 608 0
245 608 0
225 608 1
205 608 1
184 608 1
164 608 1
144 608 1
124 608 1
103 608 1
83 608 1
63 608 1
43 608 1
22 608 1
2 608 1
18 608 1
39 608 1
50 608 1
650 320 1
640 320 1
629 320 1
619 320 1
608 320 1
597 320 1
587 320 0
576 320 0
565 320 0
555 320 0
544 320 0
533 320 0
523 320 0
512 320 0
501 320 0
491 320 0
480 320 0
469 320 0
459 320 0
448 320 0
437 320 0
427 320 0
416 320 0
405 320 0
395 320 0
384 320 0
373 320 0
363 320 0
352 320 0
341 320 0
331 320 0
320 320 0
309 320 0
299 320 0
288 320 0
277 320 0
267 320 0
256 320 0
245 320 0
235 320 0
224 320 0
213 320 0
203 320 0
192 320 0
181 320 0
171 320 0
160 320 0
149 320 0
139 320 1
128 320 1
117 320 1
107 320 1
96 320 1
85 320 1
75 320 1
64 320 1
53 320 1
43 320 1
32 320 1
21 320 1
11 320 1
0 320 1
11 320 1
21 320 1
32 320 1
43 320 1
50 320 1
650 651 1
650 651 0
629 651 0
607 651 0
585 651 0
564 651 0
542 651 0
520 651 0
499 651 0
477 651 0
455 651 0
433 651 0
412 651 0
390 651 0
368 651 0
347 651 0
325 651 0
303 651 0
282 651 0
260 651 0
238 651 0
216 651 0
195 651 0
173 651 0
151 651 0
130 651 0
108 651 1
86 651 1
65 651 1
43 651 1
21 651 1
1 651 1
22 651 1
44 651 1
50 651 1
650 553 1
632 553 1
614 553 1
595 553 1
577 553 1
558 553 1
540 553 1
521 553 1
503 553 0
485 553 0
466 553 0
448 553 0
429 553 0
411 553 0
392 553 0
374 553 0
356 553 0
337 553 0
319 553 0
300 553 0
282 553 0
263 553 0
245 553 1
227 553 1
208 553 1
190 553 1
171 553 1
153 553 1
134 553 1
116 553 1
98 553 1
79 553 1
61 553 1
42 553 1
24 553 1
5 553 1
13 553 1
32 553 1
50 553 1
650 687 1
628 687 1
605 687 1
582 687 1
559 687 0
536 687 0
513 687 0
490 687 0
467 687 0
444 687 0
422 687 0
399 687 0
376 687 0
353 687 0
330 687 0
307 687 0
284 687 0
261 687 0
238 687 0
215 687 0
193 687 1
170 687 1
147 687 1
124 687 1
101 687 1
78 687 1
55 687 1
32 687 1
9 687 1
14 687 1
36 687 1
50 687 1
650 453 1
635 453 1
620 453 1
605 453 1
590 453 1
575 453 1
560 453 1
545 453 0
530 453 0
515 453 0
499 453 0
484 453 0
469 453 0
454 453 0
439 453 0
424 453 0
409 453 0
394 453 0
379 453 0
364 453 0
348 453 0
333 453 0
318 453 0
303 453 0
288 453 0
273 453 0
258 453 0
243 453 1
228 453 1
213 453 1
197 453 1
182 453 1
167 453 1
152 453 1
137 453 1
122 453 1
107 453 1
92 453 1
77 453 1
62 453 1
46 453 1
31 453 1
16 453 1
1 453 1
14 453 1
29 453 1
44 453 0
50 453 1
650 314 1
640 314 1
630 314 0
619 314 0
609 314 0
598 314 0
588 314 0
577 314 0
567 314 0
556 314 0
546 314 0
535 314 0
525 314 0
514 314 0
504 314 0
493 314 0
483 314 0
473 314 0
462 314 0
452 314 0
441 314 0
431 314 0
420 314 0
410 314 0
399 314 0
389 314 0
378 314 0
368 314 0
357 314 0
347 314 0
336 314 0
326 314 0
316 314 0
305 314 0
295 314 0
284 314 0
274 314 0
263 314 0
253 314 0
242 314 0
232 314 0
221 314 0
211 314 0
200 314 0
190 314 0
180 314 0
169 314 0
159 314 1
148 314 1
138 314 1
127 314 1
117 314 1
106 314 1
96 314 1
85 314 1
75 314 1
64 314 1
54 314 1
43 314 1
33 314 1
23 314 1
12 314 1
2 314 1
9 314 1
19 314 1
30 314 1
40 314 0
50 314 0
650 522 0
633 522 0
616 522 0
598 522 0
581 522 0
564 522 0
546 522 0
529 522 0
511 522 0
494 522 0
477 522 0
459 522 0
442 522 0
424 522 0
407 522 0
390 522 0
372 522 0
355 522 0
337 522 0
320 522 0
303 522 0
285 522 0
268 522 0
250 522 0
233 522 0
216 522 0
198 522 0
181 522 0
163 522 1
146 522 1
129 522 1
111 522 1
94 522 1
76 522 1
59 522 1
42 522 1
24 522 1
7 522 1
11 522 1
28 522 1
45 522 1
50 522 1
650 580 1
631 580 1
612 580 1
592 580 1
573 580 1
554 580 1
534 580 1
515 580 0
496 580 0
476 580 0
457 580 0
438 580 0
418 580 0
399 580 0
380 580 0
360 580 0
341 580 0
322 580 0
302 580 0
283 580 0
264 580 0
244 580 0
225 580 0
206 580 0
186 580 0
167 580 0
148 580 0
128 580 1
109 580 1
90 580 1
70 580 1
51 580 1
32 580 1
12 580 1
7 580 1
26 580 1
46 580 1
50 580 1
650 415 1
637 415 1
623 415 1
609 415 1
595 415 1
581 415 1
567 415 1
554 415 1
540 415 0
526 415 0
512 415 0
498 415 0
484 415 0
471 415 0
457 415 0
443 415 0
429 415 0
415 415 0
401 415 0
388 415 0
374 415 0
360 415 0
346 415 0
332 415 0
318 415 0
305 415 0
291 415 0
277 415 0
263 415 0
249 415 0
235 415 0
222 415 0
208 415 0
194 415 0
180 415 0
166 415 1
152 415 1
139 415 1
125 415 1
111 415 1
97 415 1
83 415 1
69 415 1
56 415 1
42 415 1
28 415 1
14 415 1
0 415 1
14 415 1
27 415 1
41 415 1
50 415 1
650 425 1
636 425 1
622 425 1
608 425 1
594 425 0
580 425 0
566 425 0
551 425 0
537 425 0
523 425 0
509 425 0
495 425 0
481 425 0
466 425 0
452 425 0
438 425 0
424 425 0
410 425 0
396 425 0
381 425 0
367 425 0
353 425 0
339 425 0
325 425 0
311 425 0
296 425 0
282 425 0
268 425 0
254 425 0
240 425 0
226 425 0
211 425 0
197 425 0
183 425 0
169 425 1
155 425 1
141 425 1
126 425 1
112 425 1
98 425 1
84 425 1
70 425 1
56 425 1
41 425 1
27 425 1
13 425 1
1 425 1
15 425 1
29 425 1
44 425 1
50 425 1
650 302 1
640 302 1
630 302 1
620 302 1
610 302 0
600 302 0
590 302 0
580 302 0
570 302 0
560 302 0
550 302 0
540 302 0
530 302 0
520 302 0
510 302 0
499 302 0
489 302 0
479 302 0
469 302 0
459 302 0
449 302 0
439 302 0
429 302 0
419 302 0
409 302 0
399 302 0
389 302 0
379 302 0
369 302 0
359 302 0
348 302 0
338 302 0
328 302 0
318 302 0
308 302 0
298 302 0
288 302 0
278 302 0
268 302 0
258 302 0
248 302 0
238 302 0
228 302 0
218 302 0
208 302 0
197 302 0
187 302 0
177 302 0
167 302 0
157 302 0
147 302 1
137 302 1
127 302 1
117 302 1
107 302 1
97 302 1
87 302 1
77 302 1
67 302 1
57 302 1
46 302 1
36 302 1
26 302 1
16 302 1
6 302 1
4 302 1
14 302 1
24 302 1
34 302 1
44 302 0
50 302 0
650 557 0
632 557 0
613 557 0
595 557 0
576 557 0
558 557 0
539 557 0
521 557 0
502 557 0
483 557 0
465 557 0
446 557 0
428 557 0
409 557 0
391 557 0
372 557 0
353 557 0
335 557 0
316 557 0
298 557 0
279 557 0
261 557 0
242 557 0
223 557 0
205 557 0
186 557 0
168 557 1
149 557 1
131 557 1
112 557 1
93 557 1
75 557 1
56 557 1
38 557 1
19 557 1
1 557 1
18 557 1
36 557 1
50 557 1
650 503 1
634 503 1
617 503 1
600 503 1
583 503 1
567 503 1
550 503 1
533 503 0
516 503 0
500 503 0
483 503 0
466 503 0
449 503 0
433 503 0
416 503 0
399 503 0
382 503 0
365 503 0
349 503 0
332 503 0
315 503 0
298 503 0
282 503 0
265 503 0
248 503 0
231 503 0
215 503 0
198 503 0
181 503 1
164 503 1
148 503 1
131 503 1
114 503 1
97 503 1
80 503 1
64 503 1
47 503 1
30 503 1
13 503 1
3 503 1
20 503 1
37 503 1
50 503 1
650 527 1
633 527 1
615 527 1
598 527 1
580 527 1
563 527 1
545 527 0
528 527 0
510 527 0
492 527 0
475 527 0
457 527 0
440 527 0
422 527 0
405 527 0
387 527 0
369 527 0
352 527 0
334 527 0
317 527 0
299 527 0
282 527 0
264 527 0
246 527 0
229 527 0
211 527 0
194 527 0
176 527 0
159 527 1
141 527 1
123 527 1
106 527 1
88 527 1
71 527 1
53 527 1
36 527 1
18 527 1
1 527 1
17 527 1
35 527 1
50 527 1
650 580 1
631 580 1
612 580 1
592 580 1
573 580 1
554 580 1
534 580 1
515 580 0
496 580 0
476 580 0
457 580 0
438 580 0
418 580 0
399 580 0
380 580 0
360 580 0
341 580 0
322 580 0
302 580 0
283 580 0
264 580 0
244 580 0
225 580 0
206 580 0
186 580 1
167 580 1
148 580 1
128 580 1
109 580 1
90 580 1
70 580 1
51 580 1
32 580 1
12 580 1
7 580 1
26 580 1
46 580 1
50 580 1
650 324 1
640 324 1
629 324 1
618 324 1
607 324 1
597 324 1
586 324 1
575 324 0
564 324 0
553 324 0
543 324 0
532 324 0
521 324 0
510 324 0
499 324 0
489 324 0
478 324 0
467 324 0
456 324 0
445 324 0
435 324 0
424 324 0
413 324 0
402 324 0
391 324 0
381 324 0
370 324 0
359 324 0
348 324 0
337 324 0
327 324 0
316 324 0
305 324 0
294 324 0
283 324 0
273 324 0
262 324 0
251 324 0
240 324 0
229 324 0
219 324 0
208 324 0
197 324 0
186 324 0
175 324 0
165 324 1
154 324 1
143 324 1
132 324 1
121 324 1
111 324 1
100 324 1
89 324 1
78 324 1
67 324 1
57 324 1
46 324 1
35 324 1
24 324 1
13 324 1
3 324 1
8 324 1
19 324 1
30 324 1
41 324 0
50 324 0
650 596 0
631 596 0
611 596 0
591 596 0
571 596 0
551 596 0
531 596 0
511 596 0
492 596 0
472 596 0
452 596 0
432 596 0
412 596 0
392 596 0
372 596 0
352 596 0
333 596 0
313 596 0
293 596 0
273 596 0
253 596 0
233 596 0
213 596 0
194 596 0
174 596 0
154 596 0
134 596 0
114 596 0
94 596 0
74 596 1
54 596 1
35 596 1
15 596 1
5 596 1
25 596 1
45 596 1
50 596 1
650 556 1
632 556 1
613 556 1
595 556 1
576 556 1
558 556 1
539 556 1
521 556 1
502 556 0
484 556 0
465 556 0
447 556 0
428 556 0
410 556 0
391 556 0
373 556 0
354 556 0
335 556 0
317 556 0
298 556 0
280 556 0
261 556 0
243 556 1
224 556 1
206 556 1
187 556 1
169 556 1
150 556 1
132 556 1
113 556 1
95 556 1
76 556 1
57 556 1
39 556 1
20 556 1
2 556 1
17 556 1
35 556 1
50 556 1
650 496 1
634 496 1
617 496 1
601 496 1
584 496 0
568 496 0
551 496 0
535 496 0
518 496 0
502 496 0
485 496 0
469 496 0
452 496 0
436 496 0
419 496 0
403 496 0
386 496 0
369 496 0
353 496 0
336 496 0
320 496 0
303 496 0
287 496 0
270 496 0
254 496 0
237 496 0
221 496 1
204 496 1
188 496 1
171 496 1
155 496 1
138 496 1
121 496 1
105 496 1
88 496 1
72 496 1
55 496 1
39 496 1
22 496 1
6 496 1
11 496 1
27 496 1
44 496 1
50 496 1
650 504 1
634 504 1
617 504 1
600 504 0
583 504 0
567 504 0
550 504 0
533 504 0
516 504 0
499 504 0
483 504 0
466 504 0
449 504 0
432 504 0
415 504 0
399 504 0
382 504 0
365 504 0
348 504 0
331 504 0
315 504 0
298 504 0
281 504 0
264 504 0
247 504 0
231 504 0
214 504 0
197 504 0
180 504 0
163 504 1
147 504 1
130 504 1
113 504 1
96 504 1
79 504 1
63 504 1
46 504 1
29 504 1
12 504 1
5 504 1
21 504 1
38 504 1
50 504 1
650 587 1
631 587 1
611 587 1
592 587 1
572 587 1
553 587 1
533 587 1
514 587 0
494 587 0
474 587 0
455 587 0
435 587 0
416 587 0
396 587 0
377 587 0
357 587 0
337 587 0
318 587 0
298 587 0
279 587 0
259 587 0
240 587 0
220 587 0
200 587 0
181 587 0
161 587 0
142 587 0
122 587 0
103 587 1
83 587 1
63 587 1
44 587 1
24 587 1
5 587 1
15 587 1
34 587 1
50 587 1
650 782 1
624 782 1
598 782 1
572 782 1
546 782 1
520 782 1
494 782 1
468 782 1
442 782 0
416 782 0
390 782 0
364 782 0
338 782 0
312 782 0
286 782 0
259 782 0
233 782 0
207 782 1
181 782 1
155 782 1
129 782 1
103 782 1
77 782 1
51 782 1
25 782 1
1 782 1
27 782 1
50 782 1
650 302 1
640 302 1
630 302 1
620 302 1
610 302 1
600 302 1
590 302 1
580 302 1
570 302 0
560 302 0
550 302 0
540 302 0
530 302 0
520 302 0
510 302 0
499 302 0
489 302 0
479 302 0
469 302 0
459 302 0
449 302 0
439 302 0
429 302 0
419 302 0
409 302 0
399 302 0
389 302 0
379 302 0
369 302 0
359 302 0
348 302 0
338 302 0
328 302 0
318 302 0
308 302 0
298 302 0
288 302 0
278 302 0
268 302 0
258 302 0
248 302 0
238 302 0
228 302 0
218 302 0
208 302 0
197 302 0
187 302 0
177 302 0
167 302 0
157 302 0
147 302 0
137 302 0
127 302 1
117 302 1
107 302 1
97 302 1
87 302 1
77 302 1
67 302 1
57 302 1
46 302 1
36 302 1
26 302 1
16 302 1
6 302 1
4 302 1
14 302 1
24 302 1
34 302 1
44 302 1
50 302 1
650 654 1
650 654 0
629 654 0
607 654 0
585 654 0
563 654 0
542 654 0
520 654 0
498 654 0
476 654 0
454 654 0
433 654 0
411 654 0
389 654 0
367 654 0
345 654 0
324 654 0
302 654 0
280 654 1
258 654 1
236 654 1
215 654 1
193 654 1
171 654 1
149 654 1
127 654 1
106 654 1
84 654 1
62 654 1
40 654 1
18 654 1
3 654 1
25 654 1
47 654 1
50 654 1
650 551 1
632 551 1
614 551 1
595 551 1
577 551 0
559 551 0
540 551 0
522 551 0
504 551 0
485 551 0
467 551 0
448 551 0
430 551 0
412 551 0
393 551 0
375 551 0
357 551 0
338 551 0
320 551 0
302 551 0
283 551 0
265 551 0
246 551 0
228 551 0
210 551 0
191 551 0
173 551 1
155 551 1
136 551 1
118 551 1
99 551 1
81 551 1
63 551 1
44 551 1
26 551 1
8 551 1
11 551 1
29 551 1
47 551 1
50 551 1
650 560 1
632 560 1
613 560 1
595 560 1
576 560 1
557 560 1
539 560 1
520 560 0
501 560 0
483 560 0
464 560 0
445 560 0
427 560 0
408 560 0
389 560 0
371 560 0
352 560 0
333 560 0
315 560 0
296 560 0
277 560 0
259 560 0
240 560 0
221 560 0
203 560 0
184 560 0
165 560 0
147 560 0
128 560 1
109 560 1
91 560 1
72 560 1
53 560 1
35 560 1
16 560 1
3 560 1
21 560 1
40 560 1
50 560 1
650 530 1
633 530 1
615 530 1
598 530 1
580 530 1
562 530 1
545 530 1
527 530 1
509 530 0
492 530 0
474 530 0
456 530 0
439 530 0
421 530 0
403 530 0
386 530 0
368 530 0
350 530 0
333 530 0
315 530 0
297 530 0
280 530 0
262 530 0
244 530 0
227 530 0
209 530 0
191 530 0
174 530 1
156 530 1
138 530 1
121 530 1
103 530 1
85 530 1
68 530 1
50 530 1
32 530 1
15 530 1
3 530 1
21 530 1
38 530 1
50 530 1
650 526 1
633 526 1
615 526 1
598 526 1
580 526 1
563 526 1
545 526 1
528 526 0
510 526 0
493 526 0
475 526 0
458 526 0
440 526 0
423 526 0
405 526 0
388 526 0
370 526 0
352 526 0
335 526 0
317 526 0
300 526 0
282 526 0
265 526 0
247 526 0
230 526 0
212 526 0
195 526 0
177 526 0
160 526 1
142 526 1
125 526 1
107 526 1
89 526 1
72 526 1
54 526 1
37 526 1
19 526 1
2 526 1
16 526 1
33 526 1
50 526 1
650 549 1
632 549 1
614 549 1
596 549 1
577 549 1
559 549 1
541 549 1
522 549 0
504 549 0
486 549 0
468 549 0
449 549 0
431 549 0
413 549 0
394 549 0
376 549 0
358 549 0
339 549 0
321 549 0
303 549 0
285 549 0
266 549 0
248 549 0
230 549 0
211 549 0
193 549 0
175 549 0
156 549 0
138 549 0
120 549 0
102 549 1
83 549 1
65 549 1
47 549 1
28 549 1
10 549 1
8 549 1
27 549 1
45 549 1
50 549 1
650 793 1
624 793 1
598 793 1
571 793 1
545 793 1
518 793 1
492 793 1
465 793 1
439 793 0
413 793 0
386 793 0
360 793 0
333 793 0
307 793 0
280 793 0
254 793 0
228 793 0
201 793 0
175 793 0
148 793 0
122 793 0
95 793 0
69 793 0
43 793 1
