6,586,1
14,586,1
33,586,1
50,586,1
650,436,1
636,436,1
621,436,1
607,436,1
592,436,1
578,436,1
563,436,1
549,436,0
534,436,0
520,436,0
505,436,0
491,436,0
476,436,0
462,436,0
447,436,0
433,436,0
418,436,0
403,436,0
389,436,0
374,436,0
360,436,0
345,436,0
331,436,0
316,436,0
302,436,0
287,436,0
273,436,0
258,436,0
244,436,0
229,436,0
214,436,0
200,436,1
185,436,1
171,436,1
156,436,1
142,436,1
127,436,1
113,436,1
98,436,1
84,436,1
69,436,1
55,436,1
40,436,1
26,436,1
11,436,1
4,436,1
18,436,1
33,436,1
47,436,1
50,436,1
650,597,1
650,597,0
631,597,0
611,597,0
591,597,0
571,597,0
551,597,0
531,597,0
511,597,0
491,597,0
471,597,0
452,597,0
432,597,0
412,597,0
392,597,0
372,597,0
352,597,0
332,597,0
312,597,0
292,597,0
272,597,0
253,597,0
233,597,0
213,597,0
193,597,0
173,597,0
153,597,0
133,597,0
113,597,0
93,597,0
73,597,0
54,597,0
34,597,0
650,625,0
630,625,0
609,625,0
588,625,0
567,625,0
546,625,0
525,625,0
505,625,0
484,625,0
463,625,0
442,625,0
421,625,0
400,625,0
380,625,0
359,625,0
338,625,0
317,625,1
296,625,1
275,625,1
255,625,1
234,625,1
213,625,1
192,625,1
171,625,1
150,625,1
130,625,1
109,625,1
88,625,1
67,625,1
46,625,1
25,625,1
5,625,1
16,625,1
37,625,1
50,625,1
650,784,1
650,784,0
624,784,0
598,784,0
572,784,0
546,784,0
520,784,0
494,784,0
468,784,0
441,784,0
415,784,0
389,784,0
363,784,0
337,784,0
311,784,0
285,784,0
259,784,0
232,784,0
206,784,0
180,784,0
154,784,1
128,784,1
102,784,1
76,784,1
49,784,1
23,784,1
3,784,1
29,784,1
50,784,1
650,687,1
628,687,1
605,687,1
582,687,1
559,687,1
536,687,1
513,687,1
490,687,1
467,687,0
444,687,0
422,687,0
399,687,0
376,687,0
353,687,0
330,687,1
307,687,1
284,687,1
261,687,1
238,687,1
215,687,1
193,687,1
170,687,1
147,687,1
124,687,1
101,687,1
78,687,1
55,687,1
32,687,1
9,687,1
14,687,1
36,687,1
50,687,1
650,720,1
626,720,1
602,720,1
578,720,0
554,720,0
530,720,0
506,720,0
482,720,0
458,720,0
434,720,0
410,720,0
386,720,0
362,720,0
338,720,0
314,720,0
290,720,0
266,720,0
242,720,0
218,720,0
194,720,1
170,720,1
146,720,1
122,720,1
98,720,1
74,720,1
50,720,1
26,720,1
2,720,1
22,720,1
46,720,1
50,720,1
650,794,1
624,794,1
598,794,1
571,794,1
545,794,1
518,794,1
492,794,1
465,794,0
439,794,0
412,794,0
386,794,0
359,794,0
333,794,0
306,794,0
280,794,0
253,794,0
227,794,1
201,794,1
174,794,1
148,794,1
121,794,1
95,794,1
68,794,1
42,794,1
15,794,1
11,794,1
38,794,1
50,794,1
650,623,1
630,623,1
609,623,1
588,623,1
567,623,1
547,623,1
526,623,1
505,623,0
484,623,0
464,623,0
443,623,0
422,623,0
401,623,0
381,623,0
360,623,0
339,623,0
318,623,0
297,623,0
277,623,0
256,623,0
235,623,0
214,623,0
194,623,0
173,623,0
152,623,0
131,623,0
111,623,0
90,623,0
69,623,0
48,623,0
650,609,0
630,609,0
610,609,0
590,609,0
569,609,0
549,609,0
529,609,0
508,609,0
488,609,0
468,609,0
448,609,0
427,609,0
407,609,0
387,609,0
366,609,0
346,609,0
326,609,0
305,609,0
285,609,0
265,609,0
245,609,0
224,609,0
204,609,0
184,609,0
163,609,0
143,609,0
123,609,1
102,609,1
82,609,1
62,609,1
42,609,1
21,609,1
1,609,1
19,609,1
40,609,1
50,609,1
650,388,1
638,388,1
625,388,1
612,388,1
599,388,1
586,388,1
573,388,1
560,388,1
547,388,0
534,388,0
521,388,0
508,388,0
495,388,0
482,388,0
469,388,0
457,388,0
444,388,0
431,388,0
418,388,0
405,388,0
392,388,0
379,388,0
366,388,0
353,388,0
340,388,0
327,388,0
314,388,0
301,388,0
288,388,0
275,388,0
263,388,0
250,388,0
237,388,0
224,388,0
211,388,0
198,388,0
185,388,0
172,388,0
159,388,0
146,388,0
133,388,0
120,388,1
107,388,1
94,388,1
81,388,1
69,388,1
56,388,1
43,388,1
30,388,1
17,388,1
4,388,1
9,388,1
22,388,1
35,388,1
48,388,1
50,388,1
650,329,1
640,329,1
629,329,1
618,329,1
607,329,1
596,329,1
585,329,0
574,329,0
563,329,0
552,329,0
541,329,0
530,329,0
519,329,0
508,329,0
497,329,0
486,329,0
475,329,0
464,329,0
453,329,0
442,329,0
431,329,0
420,329,0
409,329,0
398,329,0
387,329,0
376,329,0
365,329,0
354,329,0
343,329,0
332,329,0
321,329,0
311,329,0
300,329,0
289,329,0
278,329,0
267,329,0
256,329,0
245,329,0
234,329,0
223,329,0
212,329,0
201,329,0
190,329,0
179,329,0
168,329,0
157,329,0
146,329,0
135,329,0
124,329,0
113,329,0
102,329,1
91,329,1
80,329,1
69,329,1
58,329,1
47,329,1
36,329,1
25,329,1
14,329,1
3,329,1
7,329,1
18,329,1
29,329,1
40,329,1
50,329,1
650,795,1
624,795,1
597,795,1
571,795,1
544,795,1
518,795,1
491,795,0
465,795,0
438,795,0
412,795,0
385,795,0
359,795,0
332,795,0
306,795,0
279,795,0
253,795,0
226,795,0
200,795,0
173,795,0
147,795,1
120,795,1
94,795,1
67,795,1
41,795,1
14,795,1
12,795,1
39,795,1
50,795,1
650,541,1
632,541,1
614,541,1
596,541,1
578,541,1
560,541,1
542,541,1
524,541,1
506,541,0
488,541,0
470,541,0
452,541,0
434,541,0
416,541,0
398,541,0
380,541,0
362,541,0
344,541,0
326,541,0
308,541,0
290,541,0
272,541,0
254,541,0
236,541,0
218,541,0
200,541,0
182,541,0
164,541,0
146,541,0
128,541,0
110,541,0
91,541,0
73,541,0
55,541,0
37,541,0
650,444,0
636,444,0
621,444,0
606,444,0
591,444,0
577,444,0
562,444,0
547,444,0
532,444,0
517,444,0
503,444,0
488,444,0
473,444,0
458,444,0
443,444,0
429,444,0
414,444,0
399,444,0
384,444,0
369,444,0
355,444,0
340,444,0
325,444,0
310,444,0
295,444,0
281,444,0
266,444,0
251,444,0
236,444,0
221,444,0
207,444,0
192,444,0
177,444,0
162,444,0
147,444,1
133,444,1
118,444,1
103,444,1
88,444,1
73,444,1
59,444,1
44,444,1
29,444,1
14,444,1
1,444,1
15,444,1
30,444,1
45,444,1
50,444,1
650,359,1
639,359,1
627,359,1
615,359,1
603,359,1
591,359,1
579,359,0
567,359,0
555,359,0
543,359,0
531,359,0
519,359,0
507,359,0
495,359,0
483,359,0
471,359,0
459,359,0
447,359,0
435,359,0
423,359,0
411,359,0
399,359,0
387,359,0
375,359,0
363,359,0
351,359,0
339,359,0
327,359,0
315,359,0
303,359,0
291,359,0
280,359,0
268,359,0
256,359,0
244,359,0
232,359,0
220,359,0
208,359,0
196,359,0
184,359,0
172,359,0
160,359,0
148,359,0
136,359,0
124,359,0
112,359,0
100,359,0
88,359,0
76,359,0
64,359,0
52,359,0
40,359,0
